gesture,sequence_id,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
question,0,0.0,0.0,0.0,0.17575670943332494,-0.004366884347038219,-0.07794431287086369,0.3617586173998677,-0.11479107164448042,-0.10006616289032676,0.48713089890882877,-0.2650035569876103,-0.11565445777144778,0.4937886329011863,-0.43150964189935886,-0.13072884377869368,0.3329682472698008,-0.44137190521432096,-0.05694990420656601,0.40346561030235384,-0.6973060510454359,-0.11208758395855356,0.4255205118631146,-0.856427340815608,-0.15396157559129645,0.44140079352995265,-1.0,-0.18847014014094088,0.2167101818844638,-0.49961536569178056,-0.054250571992943974,0.2318416766340817,-0.6932426146060908,-0.15144583567992906,0.17351161305490181,-0.5122010773637388,-0.1875399364679715,0.15080005693658888,-0.3769849125844171,-0.19438033983472033,0.10221180355624405,-0.5153084059020071,-0.060154065660539845,0.10925894549904634,-0.7084460211509237,-0.15734924584840734,0.07665532593637585,-0.530141915230341,-0.14970460127500845,0.07260181594916972,-0.3995111165360285,-0.12382816330320641,-0.01206166683715277,-0.5061785578628129,-0.07293324304870304,-0.01615910881181719,-0.6634409143093478,-0.14694821407162423,-0.02884841350439538,-0.5605493026177838,-0.142651713633858,-0.016163884107965,-0.4732638364851455,-0.1252470166298376
question,0,0.0,0.0,0.0,0.1859700534793834,0.0032271711287909345,-0.07498254349212066,0.37722363066063924,-0.10150256416510728,-0.09654163633766405,0.5047430697982361,-0.254477629288193,-0.1133669701523537,0.5198171950718242,-0.4288167708054686,-0.12904994862791755,0.3611117777974416,-0.4365374308643364,-0.04902495336362483,0.43536832099423006,-0.6998164017448882,-0.11104872573175376,0.4548379760235651,-0.8569004472483048,-0.16109483028822083,0.47044845128666474,-1.0,-0.19992974095409272,0.23967748604138706,-0.4966956844676726,-0.047838806607792474,0.2542760394206079,-0.6973467140703566,-0.14630221430438195,0.19106115869836557,-0.5248407039147683,-0.1876656588169866,0.16800214340906805,-0.39336629529909517,-0.20012421133090033,0.1226197812295254,-0.5177451706391756,-0.05608905117765078,0.13083846715229674,-0.7231128561297343,-0.15513463085197207,0.09418538748067702,-0.5450105627626965,-0.15229916571797075,0.09025809214973446,-0.40975681307724954,-0.13058923336179964,0.006904560805669119,-0.5154363239334576,-0.07100297385793929,0.006091685644198432,-0.6785411321578273,-0.14660744495301545,-0.010162581586058185,-0.5621983529551018,-0.14394371382749538,0.0013816136934325374,-0.45668776992973514,-0.127829112725874
question,0,0.0,0.0,0.0,0.18261098824235378,0.007653519321010987,-0.09207207322653291,0.37331140114392863,-0.0863047207275631,-0.12423483597995781,0.5075730567286195,-0.23912641734407,-0.14892691220855456,0.5283344751109836,-0.42069051968647797,-0.17219490367152873,0.3704451684225776,-0.43877040488020014,-0.06287953526686291,0.4504899787645552,-0.6972182328906205,-0.12544811615678086,0.4757777801709373,-0.8501701762114469,-0.17242533033076918,0.4958760483484613,-1.0,-0.20898393077699967,0.25077233004195776,-0.5097655198784611,-0.056219089376984624,0.2682036479710874,-0.7044791902834199,-0.16109384184759334,0.19893675075310038,-0.518266686324119,-0.19845644132492882,0.17437160001064753,-0.3918128902005849,-0.20393673143611807,0.13183164529376187,-0.5384422392029199,-0.06014348945987329,0.14397746849761767,-0.7401197578914035,-0.16706399901891295,0.1008769212971603,-0.5475819966550889,-0.15785926082398233,0.0921994235701931,-0.41710440184367487,-0.12738637633745886,0.00998118939364944,-0.542937532010837,-0.07198234966703349,0.018473588046356813,-0.7160549269946117,-0.15423436427527476,0.0009818791551453655,-0.5920437073258729,-0.14776344372356426,0.007094923192392134,-0.48445315707940073,-0.12543480621700992
question,0,0.0,0.0,0.0,0.19110107396670814,0.008247651269328641,-0.09118181474719916,0.39181180325531545,-0.07986138239133839,-0.1191851268184317,0.5308341878491099,-0.23015459913260575,-0.13951559437165412,0.5526244244821227,-0.4119382400516056,-0.15814342634692127,0.38869469146293373,-0.4306689614642485,-0.05705387742728235,0.4758334354052749,-0.6886064528417786,-0.11884414603995289,0.5050957876860526,-0.8499386069009849,-0.16661549718775145,0.528491612600795,-1.0,-0.20391473926901804,0.27022563079058126,-0.5085573588123086,-0.049286757854787235,0.2891489608498418,-0.714719331253427,-0.15275408529330756,0.214635118022376,-0.5370898424506375,-0.1915963673935664,0.18569179808829803,-0.4026763031598066,-0.19863316254495827,0.15273754170301918,-0.5416588239209775,-0.05243183568119156,0.16051101827511158,-0.7467769758899341,-0.15599222838756943,0.11345617132896678,-0.5668458023553902,-0.1493190513976665,0.10405583930098661,-0.43206141404743853,-0.1217332184933473,0.03302143724613428,-0.5515208461335088,-0.06376302195649096,0.034432650124351774,-0.7211425564500679,-0.1415503895670757,0.012967110696306064,-0.6073994280503678,-0.13657041260948938,0.02020841790188921,-0.5031721250021014,-0.11664598348297404
question,0,0.0,0.0,0.0,0.18142254786562656,0.02259023875859351,-0.09923083749146275,0.39395015524593846,-0.05494553463517646,-0.12799944421771464,0.548346356716323,-0.19847151786867406,-0.14494591492222625,0.5736204529782674,-0.3846646649671361,-0.15898565875420734,0.39064219564581937,-0.4001962175575169,-0.06889361569505284,0.49343491275966633,-0.6664396107740361,-0.13439002138379216,0.5263392405942127,-0.8409485115524133,-0.1820160656519266,0.5526240166662645,-1.0,-0.21822401894065094,0.2722863634901912,-0.48155582682325254,-0.05612866968689904,0.30095330148615007,-0.7066595581107692,-0.16152282529608558,0.2151388901692839,-0.5343186052180624,-0.19854928814848405,0.18010407696472858,-0.3988670624290102,-0.20313976533164044,0.15372210496650685,-0.518897111489973,-0.05468193933175637,0.16979107027873824,-0.7325716832282279,-0.1629612111598421,0.11226463105939287,-0.5545153688517056,-0.15443875153093306,0.100102171151423,-0.42254186327850507,-0.12402047463606031,0.036985788850060514,-0.5328864439975253,-0.061344974880528064,0.039472404590210695,-0.7035016507086431,-0.1425655254081018,0.00794226696955909,-0.5909012427457407,-0.13583449232394873,0.012862608005651208,-0.490151478887273,-0.11364512983584855
question,0,0.0,0.0,0.0,0.18261351487970415,0.033664491907822565,-0.1045232760637898,0.401220537515947,-0.046749845580081384,-0.13300653411234672,0.5571403722301707,-0.18942787541410103,-0.1489747810806438,0.5953894846233511,-0.3736931445618262,-0.16247044671714536,0.40298327081194585,-0.40894051347954935,-0.07378117685180598,0.5088643911029841,-0.668781504125996,-0.1385562561145195,0.5493764955548528,-0.8408520248496251,-0.1850708113794842,0.5816403254687641,-1.0,-0.22165842453291054,0.2836609173069266,-0.5011091103651977,-0.05954520213992355,0.30829852054855544,-0.7213336492656282,-0.16973977483442024,0.22058949018626597,-0.5418168377119481,-0.20664359426559914,0.1826501853105587,-0.3995835056055066,-0.20970729988683062,0.1618620370452502,-0.5433296633876281,-0.05721674017027801,0.17873381731549756,-0.7617859210417326,-0.170659269561734,0.11807046798997552,-0.5773114155299731,-0.1621498216426299,0.10236195770252232,-0.43913007816853433,-0.13014828795449127,0.03893744552314022,-0.5558456964507997,-0.06343874073923565,0.04328775248922386,-0.7308310875339119,-0.1518900894279528,0.010051892301705823,-0.6125703242152339,-0.14799362685843392,0.013537318534217777,-0.5051275394829812,-0.12605044281765385
question,0,0.0,0.0,0.0,0.1830293109346714,0.03964738979917724,-0.12097869020528838,0.4087241812910998,-0.029481879828124884,-0.15939051136619317,0.5760975874764074,-0.16537610884107135,-0.18334300496430705,0.6277254424378758,-0.35489393207494624,-0.2031300782725393,0.4205586408259277,-0.40588161023460373,-0.0891746635136797,0.5370299682520322,-0.6644984868714501,-0.16452276813239106,0.5846557730103951,-0.8410930070022723,-0.21533666006385357,0.6229183551388672,-1.0,-0.25315974754430876,0.29807097733490523,-0.5023994797872069,-0.07028415283955132,0.31544874334569467,-0.7171241944379093,-0.19053193906006768,0.21892222081255813,-0.5358874179332376,-0.22480365548271233,0.18710408617193017,-0.3917001178862928,-0.2246549349333573,0.1710821115183405,-0.5518092725062631,-0.06596059723015592,0.1810359025102934,-0.7645552047028845,-0.1891734212001886,0.11585885680105633,-0.5777801801303876,-0.17487818039980887,0.10516585680729122,-0.43750397433614063,-0.13770923943946278,0.044451125666996744,-0.5705943398593388,-0.07188119563046452,0.043466340892935044,-0.738483399254035,-0.1661270398195551,0.008783161369434408,-0.6081536243724193,-0.15858081623547576,0.013119745301734199,-0.4911728075969745,-0.13270840179497911
question,0,0.0,0.0,0.0,0.18028781488257797,0.048979196504073515,-0.11662920072965237,0.40712772399936414,-0.022510330280585834,-0.15221211287210007,0.5785635044941997,-0.16162692089843453,-0.17158899813463835,0.6302014945333727,-0.3540812338081006,-0.18744166368534645,0.41984698116791974,-0.3848202680499728,-0.09882377736576058,0.5372883012590789,-0.6540658704328629,-0.17385823275073425,0.5863630479675568,-0.8364176285367747,-0.226687913832878,0.6266768473973061,-1.0,-0.2673754623401435,0.2958221663442263,-0.48574614974021474,-0.08049136904269613,0.3208326731101921,-0.7147485895008362,-0.19639922270204116,0.22204339802108378,-0.5351561286916073,-0.23191923912602294,0.1862538547044849,-0.38681786757801834,-0.23500926818310278,0.16938468192391057,-0.5370930582366579,-0.07484312374682207,0.19030645900204088,-0.7651429484965724,-0.19237868430100785,0.12016760492958319,-0.5816132770796039,-0.17896371491219099,0.10592162485736328,-0.4355636246693993,-0.14495944937523753,0.04540354485719112,-0.5514428928023684,-0.07880245699438065,0.04760917838726385,-0.7268823938095038,-0.17161206746653368,0.006206106224031607,-0.60140182188963,-0.16485305203269524,0.007049034538861327,-0.4834722511816276,-0.14064484746395553
question,0,0.0,0.0,0.0,0.18820902277696308,0.050993356647505574,-0.12222434907782015,0.4231947787257129,-0.00845076650595818,-0.15786178540946808,0.6052579581896099,-0.14526612217986482,-0.17714654798868423,0.6552311973511865,-0.3453677960214379,-0.19142829901966796,0.4415693859020362,-0.39684402084061143,-0.08800056115292891,0.5700403654450503,-0.660240792074525,-0.16042266416979167,0.6180762609382153,-0.8363112957594354,-0.20941411773004825,0.6645221389836423,-1.0,-0.24671270740830908,0.3194564664728234,-0.5009783745965983,-0.06550361809505525,0.34365809379785167,-0.7258440039477279,-0.18100476401213342,0.2381963674054953,-0.5405839120686943,-0.2142316453373429,0.2058421826211394,-0.3969186415691088,-0.21437601305775444,0.1933130895353619,-0.5566711904133561,-0.05716725118430983,0.2105727069632865,-0.7781028841094488,-0.1782557758975878,0.13719200601211828,-0.5862114357008081,-0.16443352318560983,0.1274818662583098,-0.44421396579742894,-0.12814339669309474,0.06809363448985696,-0.5824817653676873,-0.058650242588538334,0.07520896482179966,-0.7586954567264456,-0.15234433738884742,0.032711427109315044,-0.6236002600126762,-0.14424521724526704,0.034535721851350634,-0.5006152149371447,-0.11773852608496489
question,0,0.0,0.0,0.0,0.19345493165560712,0.04523467034953549,-0.12053586663879252,0.4212300903731249,-0.015089450589217035,-0.15891310323169208,0.5970065849177938,-0.14733816835472818,-0.182884812992082,0.6572998579155139,-0.3401987549333066,-0.2023787777799544,0.44831371866967606,-0.4078532781651045,-0.08762930881237507,0.5745677794549653,-0.665715068961544,-0.1655172494142378,0.6217500284193084,-0.837871929096377,-0.22016840147112882,0.666642973739389,-1.0,-0.2605963249491285,0.3270563748499588,-0.5126467450075034,-0.06823832796378061,0.3505730630640124,-0.7348128603100796,-0.18812127103254309,0.24804016643405713,-0.5548713524315851,-0.22575823658228317,0.21288863544076436,-0.41287387704319234,-0.23008591943866324,0.2008158123902225,-0.5707174620170404,-0.06325777823551491,0.21681963442780766,-0.7920413043889081,-0.18672837918460247,0.14341996533269957,-0.6034687862331182,-0.17461564184726872,0.12962445230973194,-0.460805370595671,-0.14018838848885534,0.07391328231488134,-0.6016531122116074,-0.06825297096331645,0.0819634552312219,-0.7809453722693894,-0.16220917584432643,0.039478071843119925,-0.6448703783835343,-0.15485821276522954,0.03919886975894823,-0.5193144020464738,-0.12981472773727082
question,0,0.0,0.0,0.0,0.18744831732471215,0.046232163931185136,-0.13183291461180244,0.4209408983693264,-0.011004267051780831,-0.17279159121987261,0.5952791936446928,-0.14014826172870254,-0.19698985965551158,0.6636798570799743,-0.31945069739933557,-0.21750510563209646,0.4408520524214903,-0.40141838736651353,-0.09549966111845987,0.5722911911410484,-0.6577513560104001,-0.17209551975462992,0.631468343091254,-0.8367107044065853,-0.223301719585502,0.6759284582622354,-1.0,-0.26103154673347334,0.3221900012154212,-0.5121869835703665,-0.07179336789716725,0.3454353840025436,-0.7499735140248297,-0.2016039592282602,0.23678279109513742,-0.5711842299498399,-0.24033526194830357,0.1888799929954563,-0.4229946097291088,-0.23826176789968542,0.19470404759429882,-0.5731410786025086,-0.06326008085299996,0.20823170607234176,-0.8026223760826938,-0.1960456503326066,0.13209829174249596,-0.6145556751806276,-0.1850732409501557,0.11104728142446421,-0.46986896426849806,-0.14470407798667587,0.06390125401046162,-0.6001123822222066,-0.06525944485853669,0.06479579577707963,-0.7858450383510375,-0.16746018470381152,0.022363343470487223,-0.6607194314816832,-0.16298085359861303,0.021014935708695535,-0.545654080523017,-0.13566471409838418
question,0,0.0,0.0,0.0,0.18959833797418532,0.045636008756607206,-0.13478388549975961,0.4194255957240691,-0.012400965163724128,-0.17650229654167207,0.5938417690003855,-0.1458941086228818,-0.2007302180621575,0.6618574231434186,-0.3322657403404809,-0.22148509217718684,0.43353294695180994,-0.40323871610282075,-0.09783605987294415,0.5664759113860722,-0.6549941608948466,-0.1734449994109933,0.6210553961263013,-0.8365969824009954,-0.22363343792630044,0.6629493795936656,-1.0,-0.2609931590381123,0.3139588846763483,-0.5108510546194911,-0.07353994227840732,0.3432996674478826,-0.760495228760745,-0.2023519355501932,0.23717367955163415,-0.5894062066578292,-0.24252371138828435,0.1863216119658412,-0.43512231307625254,-0.2416341054815986,0.18768155482780552,-0.5637032839572883,-0.06466135854197357,0.20552402147535298,-0.7987528111402236,-0.1957787548958492,0.13001634998584324,-0.6180438161259005,-0.1885965191057854,0.1084858515521884,-0.4714445275180957,-0.1509303348411325,0.05834509333894299,-0.5825617003709979,-0.06678814585316725,0.057463103112709364,-0.7689267427195503,-0.16704711219195753,0.017288093942920375,-0.6672855659871398,-0.16719397376823486,0.020918913943933297,-0.5677250193549074,-0.14450678327733937
question,0,0.0,0.0,0.0,0.18803834023022942,0.04399688537364211,-0.13642692173018742,0.4207173765186751,-0.010684502687905707,-0.17690923872831812,0.5973927994365729,-0.14196850682157364,-0.19884734012623806,0.6605492858771285,-0.33008351566209443,-0.21621610979451716,0.4417995733855372,-0.39787101267187,-0.09322766732732425,0.5697888457706175,-0.6513781530653484,-0.1666725221398,0.6247369172745508,-0.8360303374155392,-0.2143029266629168,0.670651437176418,-1.0,-0.24984065490863966,0.32386055044592965,-0.5051324992598923,-0.06675053687440308,0.3502174406694887,-0.7625193877222383,-0.1930978639804915,0.24071908508260373,-0.5895168306992474,-0.23171976393744664,0.1946948965022612,-0.4312315619110544,-0.2291988640151164,0.1988583698186148,-0.5585715483363555,-0.05626272010058027,0.21224209012383147,-0.798527573078578,-0.1874902997356077,0.13560568905762016,-0.6178706234769216,-0.1826465329119866,0.12036295986257116,-0.46739983004827745,-0.14592221614540743,0.07219778340064323,-0.5799605592700516,-0.056666435157988596,0.06905720080319915,-0.7710599792737526,-0.15734963753067638,0.02827896354220962,-0.6756960900983016,-0.1602420545509272,0.03685923945455426,-0.5781882592307263,-0.1393399274527639
